,N (kg/ha),P (kg/ha),K (kg/ha),Temperature (°C),Humidity (%),pH,Rainfall (mm),label,Governorate,Irrigation,Fertilizer Plant,Flood,Sprinkler,Drip,Planting Season,Growing Season,Harvest Season,Area (ha),Fertilizer (kg),Pesticide (kg),Yield (t/ha),Year,Month,Date,Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),District
2357,47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,26.0,4108.0,8.58,0.5757575757575758,2021,9,2021-09-15,37.9,25.4,0.0,13.2,District III (Centre/Sahel)
2358,39,65,53,35.33294932,92.11508608,6.560743092999999,235.6133585,papaya,Kasserine,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,173.0,27334.0,57.09,35.0,2020,10,2020-10-24,26.7,17.5,0.0,21.4,District III (Centre/Sahel)
2359,0,67,22,29.82112112,69.4073209,6.5937983870000005,51.56461082,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,100050.0,15807900.0,33016.5,1.4145454545454546,2024,10,2024-10-26,25.0,21.8,0.0,28.1,District IV (Sud-Ouest)
2360,108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,395.0,62410.0,130.35,0.997979797979798,2022,12,2022-12-16,20.7,10.6,2.8,14.2,District I (Nord-Ouest)
2361,100,50,80,15.0,50.0,6.0,300.0,chickpea,Jendouba,Drip,Urea,bad,medium,best,autumn,winter,spring,129914.0,22314028.64,48068.18,1.475333333,2024,12,2024-12-20,15.0,10.8,2.9,27.0,District I (Nord-Ouest)
2362,67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute,Tunis,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,75140.0,11515205.0,26299.0,10.32555556,2020,3,2020-03-02,27.0,12.7,1.1,22.0,District II (Grand Tunis et ses environs)
2363,89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,1813.0,286454.0,598.2900000000001,48.98543689320388,2020,3,2020-03-18,17.2,11.3,0.0,18.9,District I (Nord-Ouest)
2364,7,16,9,18.87957654,92.04304496,7.813916602999999,114.6659511,orange,Tataouine,Drip,Seventeen-Seventeen-Seventeen,bad,medium,best,spring,summer,autumn,19033.0,3007214.0,6280.89,18.696969696969692,2024,10,2024-10-08,34.6,21.4,0.0,21.4,District V (Sud)
2365,25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,16.0,2452.0,5.6,0.94,2024,1,2024-01-05,19.2,10.2,0.7,22.7,District IV (Sud-Ouest)
2366,49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya,Tunis,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,284.0,44872.0,93.72,55.90909090909091,2022,10,2022-10-07,28.8,17.6,0.1,20.1,District II (Grand Tunis et ses environs)
2367,133,67,103,20.0,58.0,6.5,433.0,almond,Jendouba,Drip,Urea,bad,medium,best,winter,spring,spring,233400.0,36877200.0,77022.0,0.35,2022,5,2022-05-15,32.1,15.1,0.0,16.3,District I (Nord-Ouest)
2368,9,48,20,29.66461594,84.28187572,6.377568542000001,56.09542002,mungbean,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,summer,summer,autumn,79.0,12482.0,26.07,0.5454545454545454,2023,6,2023-06-17,30.3,19.6,0.0,28.9,District IV (Sud-Ouest)
2369,63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,maize,Siliana,Sprinkler,Twenty Eight-Twenty Eight,bad,best,bad,spring,summer,autumn,43.0,6790.13,14.19,1.32,2022,6,2022-06-15,36.4,19.2,0.0,16.3,District III (Centre/Sahel)
2370,1,132,200,16.27852801,82.94270065,5.620745638,66.57462809,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,6700.0,1058600.0,2211.0,8.333333333333332,2023,2,2023-02-22,21.9,8.0,0.0,9.7,District II (Grand Tunis et ses environs)
2371,58,51,47,42.13473976,91.70445386,6.757470637000001,197.402901,papaya,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,92.0,14536.0,30.360000000000003,65.45454545454545,2020,11,2020-11-10,24.0,14.3,0.0,8.7,District II (Grand Tunis et ses environs)
2372,21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,lentil,Sidi Bouzid,Drip,DAP,bad,medium,best,autumn,winter,spring,78243.0,12362394.0,25820.19,0.7109090909090909,2021,11,2021-11-11,21.2,8.3,0.0,15.0,District IV (Sud-Ouest)
2373,98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,433.0,68414.0,142.89,37.6631067961165,2023,8,2023-08-17,38.7,21.2,0.0,17.0,District I (Nord-Ouest)
2374,3,141,197,21.98141856,91.12719303,6.142803397000001,115.4789148,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,4327.0,683666.0,1427.91,30.23434343434343,2022,6,2022-06-27,45.2,27.6,0.0,20.9,District II (Grand Tunis et ses environs)
2375,40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,405046.0,69570700.96,149867.02,1.489393939,2023,7,2023-07-26,32.9,25.5,0.0,23.5,District II (Grand Tunis et ses environs)
2376,38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate,Mahdia,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,9131.0,1442698.0,3013.23,15.640776699029123,2023,7,2023-07-29,35.6,25.6,0.0,21.8,District III (Centre/Sahel)
2377,110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,880.0,139040.0,290.40000000000003,31.858585858585855,2020,8,2020-08-06,32.7,19.9,0.0,17.7,District I (Nord-Ouest)
2378,34,21,42,18.75927679,89.93457597,6.648687273999999,111.0196744,pomegranate,Mahdia,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,5170.0,816860.0,1706.1,14.349514563106796,2021,8,2021-08-26,31.6,26.7,0.0,19.4,District III (Centre/Sahel)
2379,200,100,150,30.0,75.0,7.5,700.0,melon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,10.0,1580.0,3.3000000000000003,27.333333333333336,2021,5,2021-05-23,39.9,19.8,0.0,22.3,District I (Nord-Ouest)
2380,1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut,Tataouine,Flood,Ten-Twenty Six-Twenty Six,best,medium,bad,summer,summer,autumn,102548.0,15715481.0,35891.8,13934.1225,2021,2,2021-02-23,19.7,11.6,0.0,30.6,District V (Sud)
2381,77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize,Bizerte,Sprinkler,Twenty Eight-Twenty Eight,bad,best,bad,spring,summer,autumn,5800.0,915878.0,1914.0,2.93,2023,4,2023-04-18,18.1,11.7,0.0,18.0,District I (Nord-Ouest)
2382,22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,Sfax,Drip,DAP,bad,medium,best,spring,summer,autumn,1071.0,169121.61,353.43,0.774285714,2020,11,2020-11-11,22.3,13.5,0.0,15.2,District IV (Sud-Ouest)
2383,100,50,80,15.0,50.0,6.0,300.0,onion,Jendouba,Drip,Urea,bad,medium,best,autumn,winter,spring,6246.0,986305.86,2061.18,4.536666667,2020,8,2020-08-18,36.4,22.4,0.0,18.5,District I (Nord-Ouest)
2384,109,10,53,26.81938687,87.8274604,6.5517503060000015,46.06193778,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,3287.0,519346.0,1084.71,38.662135922330094,2022,3,2022-03-17,22.1,10.0,0.1,24.5,District I (Nord-Ouest)
2385,112,73,48,29.244063800000006,77.32017166,5.7074889870000005,90.66727868,banana,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,90993.0,13944677.25,31847.55,33.24096774,2022,1,2022-01-25,13.0,0.6,0.4,7.6,District I (Nord-Ouest)
2386,39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,lentil,Kairouan,Drip,DAP,bad,medium,best,autumn,winter,spring,183645.0,29015910.0,60602.850000000006,1.054545454545455,2020,1,2020-01-18,18.4,5.7,0.0,17.7,District III (Centre/Sahel)
2387,65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,maize,Manouba,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,194577.0,29818925.25,68101.95,4.561666667,2022,5,2022-05-20,29.4,14.2,0.0,19.1,District II (Grand Tunis et ses environs)
2388,119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,4382.0,692356.0,1446.0600000000002,51.98252427184466,2022,7,2022-07-08,32.2,21.7,0.0,25.3,District I (Nord-Ouest)
2389,115,11,46,24.41592661,89.39655519,6.623167177000001,40.32161859,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,4619.0,729802.0,1524.27,57.64368932038835,2021,1,2021-01-01,13.8,0.1,0.0,13.4,District I (Nord-Ouest)
2390,167,83,127,25.0,67.0,7.0,567.0,soft wheat,Jendouba,Sprinkler,Urea,bad,best,bad,autumn,winter,spring,100.0,15800.0,33.0,3.0,2021,3,2021-03-06,19.6,8.7,0.0,12.6,District I (Nord-Ouest)
2391,39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango,Mahdia,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,101113.0,15975854.0,33367.29,10.95959595959596,2024,12,2024-12-08,18.1,11.6,0.0,26.9,District III (Centre/Sahel)
2392,5,19,25,27.351105600000004,54.43945147,6.441328044,96.27792547,mango,Tataouine,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,53844.0,8507352.0,17768.52,13.141414141414142,2023,5,2023-05-14,24.6,16.9,1.9,31.1,District V (Sud)
2393,25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,640.0,101120.0,211.2,1.287878787878788,2023,11,2023-11-29,23.7,10.4,0.0,18.7,District IV (Sud-Ouest)
2394,95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,350.0,55300.0,115.5,22.1010101010101,2020,6,2020-06-22,29.7,19.9,0.0,23.4,District I (Nord-Ouest)
2395,14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,23491.0,3711578.0,7752.030000000001,22.51313131313131,2022,12,2022-12-04,20.7,7.7,0.0,11.6,District II (Grand Tunis et ses environs)
2396,26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,32478.0,4977253.5,11367.3,0.477894737,2024,7,2024-07-08,39.1,22.6,0.0,16.5,District IV (Sud-Ouest)
2397,133,67,103,20.0,58.0,6.5,433.0,alfalfa,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,67.0,10586.0,22.11,4.0,2024,8,2024-08-02,43.6,24.6,0.0,22.7,District I (Nord-Ouest)
2398,40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange,Sidi Bouzid,Drip,Twenty Eight-Twenty Eight,bad,medium,best,spring,summer,autumn,6698.0,1058284.0,2210.34,15.965656565656566,2021,7,2021-07-09,39.1,23.0,0.0,13.6,District IV (Sud-Ouest)
2399,5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans,Medenine,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,spring,summer,autumn,300.0,47373.0,99.0,0.25,2023,8,2023-08-13,33.7,22.5,0.0,21.9,District V (Sud)
2400,13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,14638.0,2312804.0,4830.54,1.578181818181818,2021,10,2021-10-18,23.6,16.4,0.9,18.8,District IV (Sud-Ouest)
2401,89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,jute,Bizerte,Flood,Urea,best,medium,bad,spring,summer,autumn,6665.0,1021411.25,2332.75,9.924,2024,4,2024-04-11,16.8,11.8,1.2,19.2,District I (Nord-Ouest)
2402,8,133,195,20.46657776,80.97598029,6.456079585,71.29813872,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,4200.0,663600.0,1386.0,9.88888888888889,2020,8,2020-08-11,35.3,20.4,0.0,16.8,District II (Grand Tunis et ses environs)
2403,2,120,203,23.12652652,94.71203306,5.893492998999999,108.62118329999998,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,18136.0,2865488.0,5984.88,28.028282828282823,2024,12,2024-12-24,13.8,7.3,5.1,22.5,District II (Grand Tunis et ses environs)
2404,101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,2146.0,339068.0,708.1800000000001,53.31456310679612,2020,1,2020-01-01,13.4,3.1,0.0,14.7,District I (Nord-Ouest)
2405,99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,Jendouba,Flood,Urea,best,medium,bad,spring,summer,autumn,235255.0,37038547.2,89396.9,3.967857143,2024,12,2024-12-22,15.8,6.4,0.8,23.1,District I (Nord-Ouest)
2406,87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize,Bizerte,Sprinkler,Twenty Eight-Twenty Eight,bad,best,bad,spring,summer,autumn,158323.0,24926373.12,60162.74,6.956785714,2022,4,2022-04-19,22.5,11.4,0.0,19.9,District I (Nord-Ouest)
2407,23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,spring,summer,autumn,880.0,138547.2,334.4,0.3625,2020,2,2020-02-26,21.6,10.2,0.0,24.3,District IV (Sud-Ouest)
2408,30,38,35,27.04,63.01,6.93,952.86,groundnut,Sidi Bouzid,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,1537.0,242707.67,507.21,2.15,2023,7,2023-07-07,43.0,23.9,0.0,20.7,District IV (Sud-Ouest)
2409,88,17,52,29.90415889,90.75284363,6.646962425,25.37828397,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,210.0,33180.0,69.3,29.595959595959595,2020,1,2020-01-06,15.2,5.6,0.2,12.6,District I (Nord-Ouest)
2410,2,129,201,22.78234161,94.36803516,5.682343744,122.1449949,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,18418.0,2910044.0,6077.9400000000005,32.80808080808081,2022,6,2022-06-11,29.4,19.5,0.0,19.1,District II (Grand Tunis et ses environs)
2411,101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,2146.0,339068.0,708.1800000000001,53.31456310679612,2020,7,2020-07-28,39.3,24.2,0.0,17.9,District I (Nord-Ouest)
2412,100,50,80,15.0,50.0,6.0,300.0,pomegranate,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,4494.0,710052.0,1483.02,10.567961165048544,2020,7,2020-07-04,29.7,21.5,0.0,24.8,District I (Nord-Ouest)
2413,95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,88311.0,13945190.01,29142.63,2.075714286,2024,6,2024-06-15,36.7,19.0,0.0,23.7,District I (Nord-Ouest)
2414,55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,29.0,4582.0,9.57,0.797979797979798,2024,4,2024-04-14,23.3,16.2,0.0,37.4,District III (Centre/Sahel)
2415,81,18,50,26.80750629,88.22874955,6.429788072999999,58.79889057,watermelon,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,summer,2907.0,459306.0,959.31,38.99514563106796,2022,12,2022-12-03,19.5,13.0,0.0,20.0,District I (Nord-Ouest)
2416,101,41,66,20.12,67.27,6.58,715.57,onion,Jendouba,Drip,Urea,bad,medium,best,autumn,winter,spring,7375.0,1164586.25,2433.75,14.99583333,2020,3,2020-03-09,16.8,5.9,1.5,23.4,District I (Nord-Ouest)
2417,61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,566.0,89428.0,186.78,40.45454545454545,2021,2,2021-02-08,19.2,10.7,0.0,23.1,District II (Grand Tunis et ses environs)
2418,92,20,55,25.10474753,87.52676159999999,6.5877912620000005,59.26519444,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,2288.0,361504.0,755.0400000000001,58.30970873786408,2023,11,2023-11-16,26.2,13.9,0.0,7.4,District I (Nord-Ouest)
2419,111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,59.4,9634.68,20.79,1.51,2021,1,2021-01-21,17.4,6.1,0.0,13.2,District I (Nord-Ouest)
2420,69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,Tunis,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,400873.0,65021600.6,140305.55,2.645,2023,4,2023-04-04,18.4,10.4,0.0,21.0,District II (Grand Tunis et ses environs)
2421,28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea,Kasserine,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,358.0,56531.78,118.14,0.842222222,2021,5,2021-05-08,31.5,18.6,0.0,22.1,District III (Centre/Sahel)
2422,37,5,34,25.79490531,93.84150618,5.779032666,152.42387119999995,coconut,Sfax,Flood,Seventeen-Seventeen-Seventeen,best,medium,bad,summer,summer,autumn,610324.0,104829250.2,225819.88,8344.984,2022,11,2022-11-09,25.6,11.4,0.0,15.9,District IV (Sud-Ouest)
2423,26,135,203,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,1200.0,189600.0,396.0,8.0,2023,7,2023-07-29,35.7,26.3,0.0,18.8,District II (Grand Tunis et ses environs)
2424,14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean,Gabes,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,summer,summer,autumn,55.0,8690.0,18.15,0.5707070707070707,2022,11,2022-11-16,25.3,10.2,0.0,23.8,District V (Sud)
2425,40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,kidneybeans,Kasserine,Drip,DAP,bad,medium,best,spring,summer,autumn,320.0,50560.0,105.6,0.803030303030303,2021,3,2021-03-17,19.6,11.0,0.0,23.5,District III (Centre/Sahel)
2426,36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,600.0,91950.0,210.0,0.21,2021,7,2021-07-20,36.1,21.5,0.0,20.7,District IV (Sud-Ouest)
2427,50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,11.0,1738.0,3.63,0.9343434343434344,2024,11,2024-11-13,21.1,11.2,0.0,11.2,District III (Centre/Sahel)
2428,20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange,Gabes,Drip,Twenty Eight-Twenty Eight,bad,medium,best,spring,summer,autumn,19607.0,3097906.0,6470.31,18.48686868686869,2022,3,2022-03-24,21.4,9.2,0.0,30.6,District V (Sud)
2429,119,53,54,21.18,69.62,6.9,810.34,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,15.0,2576.4,5.55,0.47,2022,6,2022-06-23,41.4,21.6,0.0,25.1,District I (Nord-Ouest)
2430,32,11,31,25.06871967,93.31410447,6.205931637999999,134.84190690000003,coconut,Sfax,Flood,Seventeen-Seventeen-Seventeen,best,medium,bad,summer,summer,autumn,25913.0,3971167.25,9069.55,5087.315,2022,10,2022-10-09,29.2,22.6,0.0,25.6,District IV (Sud-Ouest)
2431,12,142,203,31.3115978,82.56407013,5.972850837999999,65.01095312,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,2200.0,347600.0,726.0,8.444444444444445,2021,10,2021-10-21,28.0,16.9,0.0,19.8,District II (Grand Tunis et ses environs)
2432,3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,243.0,38394.0,80.19,12.781553398058252,2020,7,2020-07-16,31.6,24.0,0.0,29.1,District IV (Sud-Ouest)
2433,92,20,55,25.10474753,87.52676159999999,6.5877912620000005,59.26519444,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,2288.0,361504.0,755.0400000000001,58.30970873786408,2021,4,2021-04-07,17.9,7.2,0.0,20.1,District I (Nord-Ouest)
2434,44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,54.0,8532.0,17.82,0.97979797979798,2024,5,2024-05-09,23.0,11.7,0.0,20.8,District III (Centre/Sahel)
2435,118,12,47,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,240.0,37920.0,79.2,27.898989898989896,2024,9,2024-09-28,27.7,19.6,4.6,24.0,District I (Nord-Ouest)
2436,93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,1051.0,166058.0,346.83000000000004,65.96893203883495,2021,11,2021-11-25,19.3,8.3,0.4,8.0,District I (Nord-Ouest)
2437,53,40,68,25.11,63.36,6.35,643.73,tobacco,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,95687.0,15109934.17,31576.71,3.359230769,2024,9,2024-09-21,31.4,17.9,0.1,17.6,District II (Grand Tunis et ses environs)
2438,40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,Kairouan,Drip,DAP,bad,medium,best,spring,summer,autumn,42.0,8131.62,15.54,0.57,2022,10,2022-10-13,29.8,19.7,0.3,16.4,District III (Centre/Sahel)
2439,2,140,197,22.69780133,92.82223419,5.53456749,105.0508234,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,18700.0,2954600.0,6171.0,24.71919191919192,2022,7,2022-07-15,33.4,20.1,0.0,14.8,District II (Grand Tunis et ses environs)
2440,79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,Bizerte,Flood,Urea,best,medium,bad,spring,summer,autumn,33575.0,5286048.0,12758.5,2.551818182,2023,12,2023-12-11,19.2,16.3,0.0,27.6,District I (Nord-Ouest)
2441,119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,banana,Jendouba,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,7273.0,1179680.6,2545.55,10.72727273,2024,12,2024-12-05,14.7,10.5,3.6,33.5,District I (Nord-Ouest)
2442,49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,67.0,10586.0,22.11,0.6262626262626263,2022,12,2022-12-26,20.3,7.3,0.0,10.2,District III (Centre/Sahel)
2443,50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,10.0,1580.0,3.3000000000000003,0.5454545454545454,2021,5,2021-05-19,31.3,14.8,0.0,15.0,District III (Centre/Sahel)
2444,49,54,50,25.62446619,93.18240298,6.762522087000001,97.26336657,papaya,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,717.0,113286.0,236.61,40.90909090909091,2021,12,2021-12-28,19.0,13.7,1.4,28.8,District II (Grand Tunis et ses environs)
2445,117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,344.0,54352.0,113.52,3.1656565656565654,2021,3,2021-03-27,23.7,7.4,0.0,12.7,District I (Nord-Ouest)
2446,68,70,54,31.29986342,92.76039164,6.986228647000001,54.77830202,papaya,Tunis,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,11.0,1738.0,3.63,68.63636363636363,2021,2,2021-02-08,18.9,10.7,0.1,23.7,District II (Grand Tunis et ses environs)
2447,110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,880.0,139040.0,290.40000000000003,31.858585858585855,2021,4,2021-04-27,25.8,11.9,0.0,14.9,District I (Nord-Ouest)
2448,131,35,18,24.49112609,82.24415809,7.0576933660000005,64.02949379,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,7255.0,1111828.75,2539.25,1.156,2020,7,2020-07-24,33.8,23.1,0.0,18.0,District I (Nord-Ouest)
2449,56,58,49,37.13165026,94.60761797,6.69215564,172.47880619999995,papaya,Tunis,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,384.0,60672.0,126.72,55.0,2020,5,2020-05-04,25.6,15.5,0.0,16.3,District II (Grand Tunis et ses environs)
2450,133,67,103,20.0,58.0,6.5,433.0,sorghum,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,3340.0,527720.0,1102.2,5.0,2020,5,2020-05-06,29.2,16.7,0.0,23.2,District I (Nord-Ouest)
2451,24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,720.0,113760.0,237.6,1.0757575757575757,2020,1,2020-01-08,15.2,4.6,1.7,12.6,District IV (Sud-Ouest)
2452,27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,spring,summer,autumn,15.0,2368.65,4.95,0.53,2022,5,2022-05-10,21.3,14.2,7.5,20.1,District IV (Sud-Ouest)
2453,167,67,160,26.7,73.0,6.83,867.0,tomato,Jendouba,Drip,Urea,bad,medium,best,spring,summer,summer,20000.0,3160000.0,6600.0,76.66666666666666,2020,2,2020-02-03,20.6,10.2,0.0,22.7,District I (Nord-Ouest)
2454,5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,spring,summer,autumn,100.0,15800.0,33.0,1.0,2021,3,2021-03-04,17.9,14.5,0.9,32.6,District IV (Sud-Ouest)
2455,118,41,45,20.46,51.26,6.84,189.26,wheat,Jendouba,Sprinkler,Urea,bad,best,bad,autumn,winter,spring,173856.0,27453600.96,57372.48,0.854285714,2023,1,2023-01-15,18.2,5.0,0.0,10.9,District I (Nord-Ouest)
